Entity,Code,Year,"Age-standardized deaths from pancreas cancer in both sexes in those aged all ages per 100,000 people"
Lithuania,LTU,2003,7.25429
Lithuania,LTU,2004,7.625061
Lithuania,LTU,2005,8.092594
Lithuania,LTU,2006,8.166434
Lithuania,LTU,2007,8.0067005
Lithuania,LTU,2008,7.9006357
Lithuania,LTU,2009,7.793393
Lithuania,LTU,2010,7.7599587
Lithuania,LTU,2011,7.806324
Lithuania,LTU,2012,7.9379773
Lithuania,LTU,2013,7.5059767
Lithuania,LTU,2014,8.179673
Lithuania,LTU,2015,7.821818
Lithuania,LTU,2016,8.288416
Lithuania,LTU,2017,8.127389
Lithuania,LTU,2018,8.289363
Lithuania,LTU,2019,9.000905
Lithuania,LTU,2020,8.182958
Lithuania,LTU,2021,8.427127
Lithuania,LTU,2022,8.055182
Lithuania,LTU,2023,8.243373
Luxembourg,LUX,1979,7.633585
Luxembourg,LUX,1980,5.7540593
Luxembourg,LUX,1981,8.518687
Luxembourg,LUX,1982,10.5955105
Luxembourg,LUX,1983,8.505588
Luxembourg,LUX,1984,9.278486
Luxembourg,LUX,1985,6.4556603
Luxembourg,LUX,1986,7.190927
Luxembourg,LUX,1987,7.1217012
Luxembourg,LUX,1988,8.043037
Luxembourg,LUX,1989,6.2052464
Luxembourg,LUX,1990,6.220406
Luxembourg,LUX,1991,6.297107
Luxembourg,LUX,1992,7.073967
Luxembourg,LUX,1993,6.9332447
Luxembourg,LUX,1994,7.000914
Luxembourg,LUX,1995,7.236328
Luxembourg,LUX,1996,5.953787
Luxembourg,LUX,1997,6.6408195
Luxembourg,LUX,1998,7.3906894
Luxembourg,LUX,1999,6.36886
Luxembourg,LUX,2000,7.1784577
Luxembourg,LUX,2001,9.244505
Luxembourg,LUX,2002,8.537115
Luxembourg,LUX,2003,6.8540444
Luxembourg,LUX,2004,8.485193
Luxembourg,LUX,2005,7.062483
Luxembourg,LUX,2006,4.7937717
Luxembourg,LUX,2007,6.6574554
Luxembourg,LUX,2008,7.096997
Luxembourg,LUX,2009,10.068816
Luxembourg,LUX,2010,7.0939965
Luxembourg,LUX,2011,8.35215
Luxembourg,LUX,2012,7.449945
Luxembourg,LUX,2013,7.81726
Luxembourg,LUX,2014,9.398248
Luxembourg,LUX,2015,6.023421
Luxembourg,LUX,2016,7.4488525
Luxembourg,LUX,2017,6.6400137
Luxembourg,LUX,2018,7.091788
Luxembourg,LUX,2019,7.4056873
Luxembourg,LUX,2020,6.8477645
Luxembourg,LUX,2021,7.1506934
Luxembourg,LUX,2022,7.8534966
Luxembourg,LUX,2023,5.9718027
Malaysia,MYS,2000,0.81863433
Malaysia,MYS,2001,1.1474799
Malaysia,MYS,2002,1.0610464
Malaysia,MYS,2003,1.1238928
Malaysia,MYS,2004,1.2212417
Malaysia,MYS,2005,1.1649904
Malaysia,MYS,2006,1.1558572
Malaysia,MYS,2007,1.4123901
Malaysia,MYS,2008,1.4836019
Malaysia,MYS,2009,1.3656744
Malaysia,MYS,2010,1.4456645
Malaysia,MYS,2011,1.3571199
Malaysia,MYS,2012,1.3192651
Malaysia,MYS,2013,1.4571211
Malaysia,MYS,2014,1.4468018
Malaysia,MYS,2015,1.5636901
Malaysia,MYS,2016,1.3395954
Malaysia,MYS,2017,1.7640603
Malaysia,MYS,2018,2.050657
Malaysia,MYS,2019,1.9463282
Malaysia,MYS,2020,2.0999453
Maldives,MDV,2000,0
Maldives,MDV,2001,0
Maldives,MDV,2002,0
Maldives,MDV,2003,0
Maldives,MDV,2004,1.9032598
Maldives,MDV,2005,0.5175644
Maldives,MDV,2007,0
Maldives,MDV,2008,2.0692759
Maldives,MDV,2010,1.4397118
Maldives,MDV,2011,1.602089
Maldives,MDV,2012,1.2673962
Maldives,MDV,2013,0.82802546
Maldives,MDV,2014,1.5527837
Maldives,MDV,2015,1.2565366
Maldives,MDV,2016,0.36278737
Maldives,MDV,2017,0.7333508
Maldives,MDV,2018,1.7585396
Maldives,MDV,2019,1.0631137
Maldives,MDV,2020,1.6046144
Maldives,MDV,2021,2.4688966
Malta,MLT,1979,6.9150376
Malta,MLT,1980,5.2896113
Malta,MLT,1981,10.953858
Malta,MLT,1982,8.691706
Malta,MLT,1983,8.347457
Malta,MLT,1984,6.776943
Malta,MLT,1985,7.872116
Malta,MLT,1986,7.754738
Malta,MLT,1987,6.950109
Malta,MLT,1988,6.312234
Malta,MLT,1989,6.176959
Malta,MLT,1990,8.290237
Malta,MLT,1991,7.9168906
Malta,MLT,1992,9.562307
Malta,MLT,1993,8.536858
Malta,MLT,1994,7.85487
Malta,MLT,1995,9.063914
Malta,MLT,1996,6.465391
Malta,MLT,1997,9.097816
Malta,MLT,1998,8.587728
Malta,MLT,1999,8.752238
Malta,MLT,2000,7.9086046
Malta,MLT,2001,8.250866
Malta,MLT,2002,9.288661
Malta,MLT,2003,8.332091
Malta,MLT,2004,8.075653
Malta,MLT,2005,5.395776
Malta,MLT,2006,6.8509135
Malta,MLT,2007,8.814093
Malta,MLT,2008,9.96608
Malta,MLT,2009,7.827343
Malta,MLT,2010,9.842421
Malta,MLT,2011,7.8770623
Malta,MLT,2012,9.312583
Malta,MLT,2013,9.094288
Malta,MLT,2014,10.2560005
Malta,MLT,2015,9.849855
Malta,MLT,2016,9.52312
Malta,MLT,2017,8.789486
Malta,MLT,2018,9.249942
Malta,MLT,2019,8.360122
Malta,MLT,2020,10.655687
Malta,MLT,2021,8.582094
Malta,MLT,2022,9.539648
Martinique,MTQ,2000,6.5459247
Martinique,MTQ,2001,4.55374
Martinique,MTQ,2002,7.3733153
Martinique,MTQ,2003,5.51433
Martinique,MTQ,2004,6.6224165
Martinique,MTQ,2005,3.7377698
Martinique,MTQ,2006,3.8672426
Martinique,MTQ,2007,5.2536755
Martinique,MTQ,2008,6.99666
Martinique,MTQ,2009,7.2110577
Martinique,MTQ,2010,6.8817463
Martinique,MTQ,2011,5.9342594
Martinique,MTQ,2013,7.9272685
Martinique,MTQ,2014,5.421013
Martinique,MTQ,2015,5.6304636
Martinique,MTQ,2016,7.599086
Mauritius,MUS,1981,4.2866454
Mauritius,MUS,1982,3.7447133
Mauritius,MUS,1983,2.4968412
Mauritius,MUS,1984,3.3467174
Mauritius,MUS,1985,2.3659248
Mauritius,MUS,1986,3.524134
Mauritius,MUS,1987,2.9386425
Mauritius,MUS,1988,2.0582614
Mauritius,MUS,1989,2.5452917
Mauritius,MUS,1990,3.5916526
Mauritius,MUS,1991,3.976204
Mauritius,MUS,1992,3.2062485
Mauritius,MUS,1993,3.939946
Mauritius,MUS,1994,3.087868
Mauritius,MUS,1995,2.931067
Mauritius,MUS,1996,3.3589377
Mauritius,MUS,1997,2.7915907
Mauritius,MUS,1998,4.061174
Mauritius,MUS,1999,1.963435
Mauritius,MUS,2000,3.1625175
Mauritius,MUS,2001,2.7637613
Mauritius,MUS,2002,2.4218519
Mauritius,MUS,2003,3.3955555
Mauritius,MUS,2004,3.6957774
Mauritius,MUS,2005,3.9447317
Mauritius,MUS,2006,2.3501933
Mauritius,MUS,2007,3.8661969
Mauritius,MUS,2008,4.2328
Mauritius,MUS,2009,3.9546888
Mauritius,MUS,2010,4.743091
Mauritius,MUS,2011,3.8168585
Mauritius,MUS,2012,3.6162806
Mauritius,MUS,2013,3.5522363
Mauritius,MUS,2014,4.8700185
Mauritius,MUS,2015,3.4672072
Mauritius,MUS,2016,3.4542239
Mauritius,MUS,2017,5.1575737
Mauritius,MUS,2018,3.097945
Mauritius,MUS,2019,3.1535966
Mauritius,MUS,2020,3.226408
Mauritius,MUS,2021,3.5801206
Mauritius,MUS,2022,4.0883923
Mauritius,MUS,2023,3.3851554
Mayotte,MYT,2012,1.4986349
Mayotte,MYT,2013,6.402503
Mayotte,MYT,2014,1.6356621
Mayotte,MYT,2015,0.52543455
Mayotte,MYT,2016,4.1864023
Mexico,MEX,1998,4.2936797
Mexico,MEX,1999,4.2309566
Mexico,MEX,2000,4.2137375
Mexico,MEX,2001,4.23917
Mexico,MEX,2002,4.3035197
Mexico,MEX,2003,4.224664
Mexico,MEX,2004,4.3080683
Mexico,MEX,2005,4.231711
Mexico,MEX,2006,4.181057
Mexico,MEX,2007,4.2098484
Mexico,MEX,2008,4.3311634
Mexico,MEX,2009,4.1613545
Mexico,MEX,2010,3.9815662
Mexico,MEX,2011,3.846479
Mexico,MEX,2012,3.960886
Mexico,MEX,2013,3.796576
Mexico,MEX,2014,3.9347346
Mexico,MEX,2015,3.9129198
Mexico,MEX,2016,3.7872748
Mexico,MEX,2017,3.9537249
Mexico,MEX,2018,3.908037
Mexico,MEX,2019,3.8301501
Mexico,MEX,2020,3.9923382
Mexico,MEX,2021,3.862276
Mexico,MEX,2022,3.6710355
Moldova,MDA,1991,6.657545
Moldova,MDA,1992,6.373357
Moldova,MDA,1993,6.2741714
Moldova,MDA,1994,5.8191776
Moldova,MDA,1995,5.4969516
Moldova,MDA,1996,5.7657347
Moldova,MDA,1997,6.0986333
Moldova,MDA,1998,6.2067285
Moldova,MDA,1999,5.4436083
Moldova,MDA,2000,5.863568
Moldova,MDA,2001,5.205134
Moldova,MDA,2002,5.718705
Moldova,MDA,2003,5.869216
Moldova,MDA,2004,6.2908444
Moldova,MDA,2005,7.2394524
Moldova,MDA,2006,6.8857174
Moldova,MDA,2007,6.783913
Moldova,MDA,2008,6.1079407
Moldova,MDA,2009,7.5418687
Moldova,MDA,2010,7.830404
Moldova,MDA,2011,7.728954
Moldova,MDA,2012,7.4138083
Moldova,MDA,2013,7.258877
Moldova,MDA,2014,7.836159
Moldova,MDA,2015,7.367125
Moldova,MDA,2016,7.4491825
Moldova,MDA,2017,7.0529194
Moldova,MDA,2018,9.647431
Moldova,MDA,2019,9.250468
Moldova,MDA,2020,7.8412924
Moldova,MDA,2021,7.782534
Moldova,MDA,2022,7.974835
Moldova,MDA,2023,7.9117055
Mongolia,MNG,1994,1.3969918
Mongolia,MNG,2016,7.064876
Mongolia,MNG,2017,6.7570877
Mongolia,MNG,2018,6.5881047
Mongolia,MNG,2019,7.329104
Mongolia,MNG,2020,8.100946
Mongolia,MNG,2021,6.974638
Mongolia,MNG,2022,7.2574143
Mongolia,MNG,2023,6.979182
Montenegro,MNE,2000,5.295477
Montenegro,MNE,2001,4.0812535
Montenegro,MNE,2002,4.47348
Montenegro,MNE,2003,4.8773265
Montenegro,MNE,2004,4.8226933
Montenegro,MNE,2005,6.0112195
Montenegro,MNE,2006,5.6964555
Montenegro,MNE,2007,3.767093
Montenegro,MNE,2008,4.3524275
Montenegro,MNE,2009,5.6399965
Montenegro,MNE,2017,5.412983
Montenegro,MNE,2019,4.614468
Netherlands,NLD,1979,8.185454
Netherlands,NLD,1980,8.783928
Netherlands,NLD,1981,8.331608
Netherlands,NLD,1982,8.212543
Netherlands,NLD,1983,7.9949994
Netherlands,NLD,1984,8.485507
Netherlands,NLD,1985,8.258258
Netherlands,NLD,1986,8.046989
Netherlands,NLD,1987,7.9422317
Netherlands,NLD,1988,8.14781
Netherlands,NLD,1989,7.865516
Netherlands,NLD,1990,7.7519827
Netherlands,NLD,1991,7.6287737
Netherlands,NLD,1992,7.490515
Netherlands,NLD,1993,7.031642
Netherlands,NLD,1994,7.2598743
Netherlands,NLD,1995,7.130877
Netherlands,NLD,1996,7.286935
Netherlands,NLD,1997,7.1685266
Netherlands,NLD,1998,6.958606
Netherlands,NLD,1999,7.1865716
Netherlands,NLD,2000,7.0061665
Netherlands,NLD,2001,7.357203
Netherlands,NLD,2002,7.1700153
Netherlands,NLD,2003,6.964004
Netherlands,NLD,2004,7.293674
Netherlands,NLD,2005,7.8802466
Netherlands,NLD,2006,7.612419
Netherlands,NLD,2007,7.6909113
Netherlands,NLD,2008,8.134893
Netherlands,NLD,2009,7.931097
Netherlands,NLD,2010,8.105999
Netherlands,NLD,2011,8.106895
Netherlands,NLD,2012,7.9952397
Netherlands,NLD,2013,7.450944
Netherlands,NLD,2014,7.996016
Netherlands,NLD,2015,7.881512
Netherlands,NLD,2016,7.9875546
Netherlands,NLD,2017,7.940036
Netherlands,NLD,2018,7.5965033
Netherlands,NLD,2019,7.6614413
Netherlands,NLD,2020,7.3842974
Netherlands,NLD,2021,7.506959
Netherlands,NLD,2022,7.7682204
Netherlands,NLD,2023,7.542582
New Zealand,NZL,1979,7.2560773
New Zealand,NZL,1980,6.9728074
New Zealand,NZL,1981,6.8719735
New Zealand,NZL,1982,6.0495553
New Zealand,NZL,1983,6.711216
New Zealand,NZL,1984,6.533129
New Zealand,NZL,1985,7.1589074
New Zealand,NZL,1986,6.9683347
New Zealand,NZL,1987,6.657624
New Zealand,NZL,1988,6.375414
New Zealand,NZL,1989,6.1916647
New Zealand,NZL,1990,6.072081
New Zealand,NZL,1991,6.6112914
New Zealand,NZL,1992,5.9825916
New Zealand,NZL,1993,5.923638
New Zealand,NZL,1994,5.8089685
New Zealand,NZL,1995,5.9850435
New Zealand,NZL,1996,6.1189594
New Zealand,NZL,1997,5.8220115
New Zealand,NZL,1998,6.8030963
New Zealand,NZL,1999,5.699419
New Zealand,NZL,2000,5.866071
New Zealand,NZL,2001,5.2559304
New Zealand,NZL,2002,5.442104
New Zealand,NZL,2003,5.390711
New Zealand,NZL,2004,5.980826
New Zealand,NZL,2005,5.9255743
New Zealand,NZL,2006,5.5660257
New Zealand,NZL,2007,6.777891
New Zealand,NZL,2008,5.6283526
New Zealand,NZL,2009,6.204342
New Zealand,NZL,2010,6.302236
New Zealand,NZL,2011,6.1109967
New Zealand,NZL,2012,6.1340585
New Zealand,NZL,2013,6.295317
New Zealand,NZL,2014,6.2693496
New Zealand,NZL,2015,6.4367337
New Zealand,NZL,2016,6.5106444
New Zealand,NZL,2017,6.580433
New Zealand,NZL,2018,6.330152
Nicaragua,NIC,2005,2.838724
Nicaragua,NIC,2006,1.950444
Nicaragua,NIC,2007,2.8923452
Nicaragua,NIC,2008,3.184157
Nicaragua,NIC,2009,2.3125477
Nicaragua,NIC,2010,2.8836505
Nicaragua,NIC,2011,3.0460565
Nicaragua,NIC,2012,2.1720042
Nicaragua,NIC,2013,2.6216106
Nicaragua,NIC,2014,2.9558003
Nicaragua,NIC,2015,2.8653097
Nicaragua,NIC,2016,2.6148787
Nicaragua,NIC,2017,2.9641695
Nicaragua,NIC,2018,2.4856405
Nicaragua,NIC,2019,2.3373158
Nicaragua,NIC,2020,2.7029128
Nicaragua,NIC,2021,2.4869726
Nicaragua,NIC,2022,1.9992576
North Macedonia,MKD,1991,4.8903794
North Macedonia,MKD,1992,5.271904
North Macedonia,MKD,1993,4.4857235
North Macedonia,MKD,1994,5.8126473
North Macedonia,MKD,1995,4.8934927
North Macedonia,MKD,1996,4.78083
North Macedonia,MKD,1997,6.227221
North Macedonia,MKD,1998,5.5841002
North Macedonia,MKD,1999,5.933801
North Macedonia,MKD,2000,4.611226
North Macedonia,MKD,2001,5.0316143
North Macedonia,MKD,2002,5.5330606
North Macedonia,MKD,2003,5.5492663
North Macedonia,MKD,2004,5.6369405
North Macedonia,MKD,2005,5.9117393
North Macedonia,MKD,2006,6.284179
North Macedonia,MKD,2007,5.897813
North Macedonia,MKD,2008,6.5881805
North Macedonia,MKD,2009,7.2477503
North Macedonia,MKD,2010,6.69247
North Macedonia,MKD,2011,6.5589395
North Macedonia,MKD,2012,6.4786234
North Macedonia,MKD,2013,6.9845366
North Macedonia,MKD,2015,6.040491
North Macedonia,MKD,2016,6.263081
North Macedonia,MKD,2017,6.4766164
North Macedonia,MKD,2018,6.83538
North Macedonia,MKD,2019,5.986625
North Macedonia,MKD,2020,5.582646
North Macedonia,MKD,2021,6.2388425
North Macedonia,MKD,2022,5.6296296
North Macedonia,MKD,2023,5.514609
Norway,NOR,1986,7.802326
Norway,NOR,1987,7.887632
Norway,NOR,1988,8.520837
Norway,NOR,1989,7.727731
Norway,NOR,1990,7.3906136
Norway,NOR,1991,7.109428
Norway,NOR,1992,7.279143
Norway,NOR,1993,7.6280494
Norway,NOR,1994,7.6210594
Norway,NOR,1995,7.405549
Norway,NOR,1996,7.6691346
Norway,NOR,1997,7.186379
Norway,NOR,1998,6.9435377
Norway,NOR,1999,7.267216
Norway,NOR,2000,6.996868
Norway,NOR,2001,7.6221266
Norway,NOR,2002,7.9795313
Norway,NOR,2003,7.3211665
Norway,NOR,2004,7.6313214
Norway,NOR,2005,7.633584
Norway,NOR,2006,7.531691
Norway,NOR,2007,7.6220512
Norway,NOR,2008,7.58849
Norway,NOR,2009,7.6788564
Norway,NOR,2010,7.156728
Norway,NOR,2011,7.0878053
Norway,NOR,2012,7.9669776
Norway,NOR,2013,7.6731834
Norway,NOR,2014,7.60383
Norway,NOR,2015,7.7829127
Norway,NOR,2016,6.98535
Oman,OMN,2009,1.3342779
Oman,OMN,2010,0.8063514
Oman,OMN,2014,0.6487365
Oman,OMN,2016,1.4234358
Oman,OMN,2017,0.6374567
Oman,OMN,2018,1.4160026
Oman,OMN,2019,1.5272373
Oman,OMN,2020,1.2705986
Oman,OMN,2021,1.1285615
Panama,PAN,1998,2.942174
Panama,PAN,1999,3.067284
Panama,PAN,2000,3.7011476
Panama,PAN,2001,2.5372698
Panama,PAN,2002,2.81929
Panama,PAN,2003,3.5917013
Panama,PAN,2004,3.9436696
Panama,PAN,2005,4.360508
Panama,PAN,2006,3.2782815
Panama,PAN,2007,3.0836089
Panama,PAN,2008,3.501314
Panama,PAN,2009,2.8301392
Panama,PAN,2010,3.2298858
Panama,PAN,2011,3.3081977
Panama,PAN,2012,3.477174
Panama,PAN,2013,3.567679
Panama,PAN,2014,3.0459728
Panama,PAN,2015,2.8652475
Panama,PAN,2016,3.1822538
Panama,PAN,2017,3.173846
Panama,PAN,2018,3.403286
Panama,PAN,2019,2.9438927
Panama,PAN,2021,2.7512186
Panama,PAN,2022,2.4728873
Paraguay,PRY,2000,2.657394
Paraguay,PRY,2001,2.7822788
Paraguay,PRY,2002,3.1201932
Paraguay,PRY,2003,2.645119
Paraguay,PRY,2004,2.923599
Paraguay,PRY,2005,2.8457344
Paraguay,PRY,2006,2.7796202
Paraguay,PRY,2007,3.3906584
Paraguay,PRY,2008,3.6232076
Paraguay,PRY,2009,3.7086725
Paraguay,PRY,2010,3.526019
Paraguay,PRY,2011,3.6007035
Paraguay,PRY,2012,3.2842362
Paraguay,PRY,2013,3.4875443
Paraguay,PRY,2014,3.8184628
Paraguay,PRY,2015,4.0703063
Paraguay,PRY,2016,4.0457754
Paraguay,PRY,2017,3.580414
Paraguay,PRY,2018,4.000748
Paraguay,PRY,2019,4.0568905
Paraguay,PRY,2020,4.079634
Paraguay,PRY,2021,4.0359797
Peru,PER,1999,2.8645608
Peru,PER,2000,2.8103592
Peru,PER,2001,2.4994109
Peru,PER,2002,2.7786622
Peru,PER,2003,2.5031176
Peru,PER,2004,3.1142466
Peru,PER,2005,3.28191
Peru,PER,2006,3.0488172
Peru,PER,2007,3.4150803
Peru,PER,2008,3.4371946
Peru,PER,2009,3.538092
Peru,PER,2010,3.45846
Peru,PER,2011,3.1644862
Peru,PER,2012,3.2574184
Peru,PER,2013,3.0170057
Peru,PER,2014,3.2306783
Peru,PER,2015,2.9883409
Peru,PER,2016,2.4914498
Peru,PER,2017,3.0050335
Peru,PER,2018,3.3410163
Peru,PER,2019,3.612965
Peru,PER,2020,3.7193358
Peru,PER,2021,3.9609194
Peru,PER,2022,3.6338046
Philippines,PHL,1992,1.4934628
Philippines,PHL,1993,1.4216397
Philippines,PHL,1994,1.5570658
Philippines,PHL,1995,1.7381552
Philippines,PHL,1996,1.7580667
Philippines,PHL,1997,2.0412524
Philippines,PHL,1998,1.9938132
Philippines,PHL,1999,2.0083175
Philippines,PHL,2000,2.1740506
Philippines,PHL,2001,2.3361433
Philippines,PHL,2002,2.313171
Philippines,PHL,2003,2.4053743
Philippines,PHL,2006,2.4173105
Philippines,PHL,2007,2.3362877
Philippines,PHL,2008,2.2729926
Philippines,PHL,2009,2.3697112
Philippines,PHL,2010,2.420198
Philippines,PHL,2011,2.397329
Philippines,PHL,2014,2.5348437
Philippines,PHL,2016,2.6158342
Philippines,PHL,2017,2.6378062
Philippines,PHL,2018,2.6990688
Philippines,PHL,2019,2.5648167
Poland,POL,1980,6.1433682
Poland,POL,1981,6.10607
Poland,POL,1982,6.0391245
Poland,POL,1983,6.2358446
Poland,POL,1984,6.41427
Poland,POL,1985,6.9445863
Poland,POL,1986,7.1029844
Poland,POL,1987,7.2824593
Poland,POL,1988,7.3057175
Poland,POL,1989,7.2534957
Poland,POL,1990,7.074869
Poland,POL,1991,7.289722
Poland,POL,1992,7.146373
Poland,POL,1993,7.634515
Poland,POL,1994,7.1943054
Poland,POL,1995,7.2841024
Poland,POL,1996,7.2463036
Poland,POL,1999,7.0033436
Poland,POL,2000,7.4164486
Poland,POL,2001,7.1241093
Poland,POL,2002,7.1414075
Poland,POL,2003,7.4220686
Poland,POL,2004,7.1303964
Poland,POL,2005,7.254159
Poland,POL,2006,7.3030515
Poland,POL,2007,7.439088
Poland,POL,2008,7.5038834
Poland,POL,2009,7.5104547
Poland,POL,2010,7.316936
Poland,POL,2011,6.998099
Poland,POL,2012,7.360121
Poland,POL,2013,7.1420507
Poland,POL,2014,7.3958583
Poland,POL,2015,7.1593013
Poland,POL,2016,6.978065
Poland,POL,2017,6.7892513
Poland,POL,2018,6.7881966
Poland,POL,2019,6.806033
Poland,POL,2020,6.7074676
Poland,POL,2021,6.23964
Poland,POL,2022,6.452643
Portugal,PRT,1980,4.173629
Portugal,PRT,1981,4.023274
Portugal,PRT,1982,4.0767045
Portugal,PRT,1983,4.6673994
Portugal,PRT,1984,4.2321796
Portugal,PRT,1985,4.799042
Portugal,PRT,1986,4.8213196
Portugal,PRT,1987,4.9128757
Portugal,PRT,1988,4.901054
Portugal,PRT,1989,5.342734
Portugal,PRT,1990,4.923959
Portugal,PRT,1991,4.6200256
Portugal,PRT,1992,4.665125
Portugal,PRT,1993,5.27726
Portugal,PRT,1994,5.0320487
Portugal,PRT,1995,5.1024623
Portugal,PRT,1996,4.808779
Portugal,PRT,1997,5.280841
Portugal,PRT,1998,5.0410676
Portugal,PRT,1999,4.8814745
Portugal,PRT,2000,4.8471885
Portugal,PRT,2001,5.329162
Portugal,PRT,2002,5.078918
Portugal,PRT,2003,5.106754
Portugal,PRT,2007,5.260708
Portugal,PRT,2008,5.2406516
Portugal,PRT,2009,5.594517
Portugal,PRT,2010,5.7640977
Portugal,PRT,2011,5.8603086
Portugal,PRT,2012,5.750999
Portugal,PRT,2013,5.8825636
Portugal,PRT,2014,5.8687797
Portugal,PRT,2015,6.087119
Portugal,PRT,2016,6.299116
Portugal,PRT,2017,6.314945
Portugal,PRT,2018,6.7447667
Portugal,PRT,2019,6.3778324
Portugal,PRT,2022,6.4966493
Puerto Rico,PRI,1999,3.8872783
Puerto Rico,PRI,2000,3.908126
Puerto Rico,PRI,2001,4.0541615
Puerto Rico,PRI,2002,3.6917288
Puerto Rico,PRI,2003,3.4674203
Puerto Rico,PRI,2004,3.7610226
Puerto Rico,PRI,2005,4.2028074
Puerto Rico,PRI,2006,3.4389076
Puerto Rico,PRI,2007,4.1665664
Puerto Rico,PRI,2008,4.0350046
Puerto Rico,PRI,2009,4.5038376
Puerto Rico,PRI,2010,4.6489973
Puerto Rico,PRI,2011,5.0149045
Puerto Rico,PRI,2012,5.403475
Puerto Rico,PRI,2013,5.035362
Puerto Rico,PRI,2014,5.068757
Puerto Rico,PRI,2015,5.344387
Puerto Rico,PRI,2016,4.538627
Puerto Rico,PRI,2017,5.310074
Puerto Rico,PRI,2021,5.5033355
Puerto Rico,PRI,2022,5.5039616
Qatar,QAT,1995,5.0270743
Qatar,QAT,2001,2.2274349
Qatar,QAT,2004,1.5867882
Qatar,QAT,2005,3.9139864
Qatar,QAT,2006,2.109612
Qatar,QAT,2007,1.9570646
Qatar,QAT,2008,2.5060766
Qatar,QAT,2009,5.2791996
Qatar,QAT,2010,3.1779895
Qatar,QAT,2011,2.5409937
Qatar,QAT,2012,3.9722185
Qatar,QAT,2013,1.9572867
Qatar,QAT,2014,3.1013007
Qatar,QAT,2015,1.1585284
Qatar,QAT,2016,2.990638
Qatar,QAT,2017,1.7326415
Qatar,QAT,2019,3.517578
Qatar,QAT,2020,3.8001587
Qatar,QAT,2021,1.8496932
Qatar,QAT,2022,0.9142831
Qatar,QAT,2023,2.630079
Reunion,REU,2001,5.287967
Reunion,REU,2002,5.020105
Reunion,REU,2003,4.322641
Reunion,REU,2004,5.0434613
Reunion,REU,2005,4.2703304
Reunion,REU,2006,5.4292474
Reunion,REU,2007,5.8946724
Reunion,REU,2008,5.8338504
Reunion,REU,2009,4.7290683
Reunion,REU,2010,5.7499022
Reunion,REU,2011,4.773095
Reunion,REU,2012,6.2628336
Reunion,REU,2013,3.5657816
Reunion,REU,2014,6.509275
Reunion,REU,2015,5.3867626
Reunion,REU,2016,6.2630415
Romania,ROU,1980,4.827468
Romania,ROU,1981,4.443831
Romania,ROU,1982,4.498177
Romania,ROU,1983,4.3860574
Romania,ROU,1984,4.7730117
Romania,ROU,1985,4.7731347
Romania,ROU,1986,5.153939
Romania,ROU,1987,4.8660054
Romania,ROU,1988,4.9257917
Romania,ROU,1989,5.0889835
Romania,ROU,1990,5.037848
Romania,ROU,1991,5.1711864
Romania,ROU,1992,5.250251
Romania,ROU,1993,5.449593
Romania,ROU,1994,5.790152
Romania,ROU,1995,5.7679524
Romania,ROU,1996,6.0879807
Romania,ROU,1997,6.213774
Romania,ROU,1998,6.071468
Romania,ROU,1999,6.3802557
Romania,ROU,2000,6.333252
Romania,ROU,2001,6.74292
Romania,ROU,2002,6.572883
Romania,ROU,2003,6.74847
Romania,ROU,2004,7.066838
Romania,ROU,2005,7.016322
Romania,ROU,2006,7.1976457
Romania,ROU,2007,7.2272687
Romania,ROU,2008,7.51929
Romania,ROU,2009,7.3959374
Romania,ROU,2010,7.534184
Romania,ROU,2011,7.5507045
Romania,ROU,2012,7.7723775
Romania,ROU,2013,7.809761
Romania,ROU,2014,7.956463
Romania,ROU,2015,7.774867
Romania,ROU,2016,7.7437115
Romania,ROU,2017,7.7569823
Romania,ROU,2018,7.8799167
Romania,ROU,2019,7.706717
Romania,ROU,2020,7.594775
Romania,ROU,2022,6.7979355
Russia,RUS,1999,5.8668137
Russia,RUS,2000,6.511457
Russia,RUS,2001,6.64097
Russia,RUS,2002,6.801043
Russia,RUS,2003,6.7845407
Russia,RUS,2004,6.7879725
Russia,RUS,2005,6.843882
Russia,RUS,2006,6.852223
Russia,RUS,2007,6.92471
Russia,RUS,2008,7.0620136
Russia,RUS,2009,7.242507
Russia,RUS,2010,7.20579
Russia,RUS,2011,7.145251
Russia,RUS,2012,7.259764
Russia,RUS,2013,7.134646
Russia,RUS,2014,7.4851985
Russia,RUS,2015,7.410903
Russia,RUS,2016,7.6810093
Russia,RUS,2017,7.450741
Russia,RUS,2018,7.524635
Russia,RUS,2019,7.8018665
Saint Lucia,LCA,1996,5.627821
Saint Lucia,LCA,1997,3.997345
Saint Lucia,LCA,1998,5.01822
Saint Lucia,LCA,1999,2.660938
Saint Lucia,LCA,2000,3.1437254
Saint Lucia,LCA,2001,2.822468
Saint Lucia,LCA,2002,7.9364634
Saint Lucia,LCA,2003,5.14884
Saint Lucia,LCA,2004,2.751916
Saint Lucia,LCA,2005,3.5082054
Saint Lucia,LCA,2006,2.9936235
Saint Lucia,LCA,2008,5.049991
Saint Lucia,LCA,2009,5.728702
Saint Lucia,LCA,2010,3.7558866
Saint Lucia,LCA,2011,2.9849997
Saint Lucia,LCA,2012,6.5791616
Saint Lucia,LCA,2013,2.3169887
Saint Lucia,LCA,2014,5.1218705
Saint Lucia,LCA,2015,4.074413
